GENE OR COMPLEX	ENZYME LOCATION	REACTION	SUBSTRATES	PRODUCTS	FWD_RATE	RVS_RATE
PUTA-CPLX	cytosol	RXN0-7008	Ubiquinones,PRO	Ubiquinols,PROTON,L-DELTA1-PYRROLINE_5-CARBOXYLATE	1.0	0.0
PUTA-CPLX	cytosol	RXN-14116	L-GLUTAMATE_GAMMA-SEMIALDEHYDE,WATER,NAD	GLT,NADH,PROTON	1.0	0.0
PYRUVFORMLY-CPLX	cytosol	PYRUVFORMLY-RXN	FORMATE,ACETYL-COA	PYRUVATE,CO-A	0.0	1.0
PYRUVFORMLY-CPLX	cytosol	KETOBUTFORMLY-RXN	2-OXOBUTANOATE,CO-A	PROPIONYL-COA,FORMATE	1.0	0.0
PYRUVOXID-CPLX	cytosol	RXN-11496	PYRUVATE,WATER,Ubiquinones	CARBON-DIOXIDE,Ubiquinols,ACET	1.0	0.0
PYRUVOXID-CPLX	cytosol	RXN0-2022	PROTON,PYRUVATE,ACETALD	ACETOIN,CARBON-DIOXIDE	1.0	0.0
RCSC-MONOMER	periplasmic space	2.7.13.3-RXN	Protein-Histidines,ATP	Protein-phospho-L-histidines,ADP,PROTON	1.0	0.0
RCSC-MONOMER	cytosol	2.7.13.3-RXN	Protein-Histidines,ATP	Protein-phospho-L-histidines,ADP,PROTON	1.0	0.0
RCSC-MONOMER	inner membrane	2.7.13.3-RXN	Protein-Histidines,ATP	Protein-phospho-L-histidines,ADP,PROTON	1.0	0.0
RECBCD	cytosol	RXN-19004	a-double-stranded-DNA-with-a-blunt-end,ATP,WATER,EG10823-MONOMER	A-DOUBLE-STRANDED-DNA-WITH-A-3-OVERHANG,ADP,Pi,PROTON	1.0	0.0
RECBCD	cytosol	RXN-19004	a-double-stranded-DNA-with-a-blunt-end,ATP,WATER,EG10823-MONOMER	A-DOUBLE-STRANDED-DNA-WITH-A-3-OVERHANG,ADP,Pi,PROTON	1.0	0.0
RECBCD	cytosol	RXN0-2605	Double-Stranded-DNAs,WATER	5-phosphooligonucleotides	1.0	0.0
RECBCD	cytosol	RXN0-2605	Double-Stranded-DNAs,WATER	5-phosphooligonucleotides	1.0	0.0
RECBCD	cytosol	3.1.21.2-RXN	Single-Stranded-DNAs,WATER	5-phosphooligonucleotides	1.0	0.0
RECBCD	cytosol	3.1.21.2-RXN	Single-Stranded-DNAs,WATER	5-phosphooligonucleotides	1.0	0.0
RECFOR-CPLX	cytosol	RXN0-2606	Unstable-RecA-Filament-DNA-Complex	Stabilized-RecA-Filament-DNA-Complex	1.0	0.0
RECFOR-CPLX	bacterial nucleoid	RXN0-2606	Unstable-RecA-Filament-DNA-Complex	Stabilized-RecA-Filament-DNA-Complex	1.0	0.0
RECFOR-CPLX	cytosol	RXN0-2606	Unstable-RecA-Filament-DNA-Complex	Stabilized-RecA-Filament-DNA-Complex	1.0	0.0
RIB5PISOMB-CPLX	cytosol	RIB5PISOM-RXN	RIBOSE-5P	RIBULOSE-5P	1.0	1.0
RIBONUCLEOSIDE-DIP-REDUCTI-CPLX	cytosol	RIBONUCLEOSIDE-DIP-REDUCTI-RXN	Ox-Thioredoxin,WATER,Deoxy-Ribonucleoside-Diphosphates	Red-Thioredoxin,Ribonucleoside-Diphosphates	0.0	1.0
RIBONUCLEOSIDE-DIP-REDUCTI-CPLX	cytosol	CDPREDUCT-RXN	DCDP,Ox-Thioredoxin,WATER	CDP,Red-Thioredoxin	0.0	1.0
RIBONUCLEOSIDE-DIP-REDUCTI-CPLX	cytosol	UDPREDUCT-RXN	DUDP,Ox-Thioredoxin,WATER	UDP,Red-Thioredoxin	0.0	1.0
RIBONUCLEOSIDE-DIP-REDUCTI-CPLX	cytosol	ADPREDUCT-RXN	DADP,Ox-Thioredoxin,WATER	ADP,Red-Thioredoxin	0.0	1.0
RIBONUCLEOSIDE-DIP-REDUCTI-CPLX	cytosol	GDPREDUCT-RXN	DGDP,Ox-Thioredoxin,WATER	GDP,Red-Thioredoxin	0.0	1.0
RIBONUCLEOSIDE-DIP-REDUCTII-CPLX	cytosol	RIBONUCLEOSIDE-DIP-REDUCTII-RXN	DCDP,Oxidized-NrdH-Proteins,WATER	CDP,Reduced-NrdH-Proteins	0.0	1.0
RIBONUCLEOSIDE-DIP-REDUCTII-CPLX	cytosol	RXN0-748	DGDP,Oxidized-NrdH-Proteins,WATER	GDP,Reduced-NrdH-Proteins	0.0	1.0
RIBONUCLEOSIDE-DIP-REDUCTII-CPLX	cytosol	RXN0-747	DADP,Oxidized-NrdH-Proteins,WATER	ADP,Reduced-NrdH-Proteins	0.0	1.0
RIBONUCLEOSIDE-DIP-REDUCTII-CPLX	cytosol	RXN0-722	DUDP,Oxidized-NrdH-Proteins,WATER	UDP,Reduced-NrdH-Proteins	0.0	1.0
RIBONUCLEOSIDE-DIP-REDUCTII-CPLX	cytosol	RIBONUCLEOSIDE-DIP-REDUCTI-RXN	Ox-Thioredoxin,WATER,Deoxy-Ribonucleoside-Diphosphates	Red-Thioredoxin,Ribonucleoside-Diphosphates	0.0	1.0
RIBONUCLEOSIDE-DIP-REDUCTII-CPLX	cytosol	RIBONUCLEOSIDE-DIP-REDUCTI-RXN	Ox-Thioredoxin,WATER,Deoxy-Ribonucleoside-Diphosphates	Red-Thioredoxin,Ribonucleoside-Diphosphates	0.0	1.0
RIBULPEPIM-CPLX	cytosol	RIBULPEPIM-RXN	L-RIBULOSE-5-P	XYLULOSE-5-PHOSPHATE	1.0	1.0
RPOA-MONOMER	periplasmic space	RXN-16649	CPD-17927,WATER	CPD-17926,D-ALANINE	1.0	0.0
RPOA-MONOMER	inner membrane	RXN-16649	CPD-17927,WATER	CPD-17926,D-ALANINE	1.0	0.0
RPOA-MONOMER	periplasmic space	BETA-LACTAMASE-RXN	WATER,Beta-Lactams	CPD-8550,PROTON	1.0	0.0
RPOA-MONOMER	inner membrane	BETA-LACTAMASE-RXN	WATER,Beta-Lactams	CPD-8550,PROTON	1.0	0.0
RPOA-MONOMER	periplasmic space	RXN-19249	CPD0-1965,WATER	CPD-20746,D-ALANINE,PROTON	1.0	1.0
RPOA-MONOMER	inner membrane	RXN-19249	CPD0-1965,WATER	CPD-20746,D-ALANINE,PROTON	1.0	1.0
RPOA-MONOMER	periplasmic space	RXN-19253	CPD-15384,WATER	CPD-20750,D-ALANINE	1.0	1.0
RPOA-MONOMER	inner membrane	RXN-19253	CPD-15384,WATER	CPD-20750,D-ALANINE	1.0	1.0
RUVABC-CPLX	cytosol	3.1.22.4-RXN	DNA-Combined-With-Exogenous-DNA,WATER	Resolution-of-Recombinational-Junction	1.0	0.0
RUVABC-CPLX	cytosol	3.1.22.4-RXN	DNA-Combined-With-Exogenous-DNA,WATER	Resolution-of-Recombinational-Junction	1.0	0.0
SAMDECARB-CPLX	unknown	SAMDECARB-RXN	S-ADENOSYLMETHIONINE,PROTON	CARBON-DIOXIDE,S-ADENOSYLMETHIONINAMINE	1.0	0.0
SPOT-MONOMER	cytosol	GDPPYPHOSKIN-RXN	ATP,GDP	AMP,GUANOSINE-5DP-3DP,PROTON	1.0	0.0
SUCCCOASYN	cytosol	SUCCCOASYN-RXN	SUC,CO-A,ATP	SUC-COA,ADP,Pi	1.0	1.0
SUCCORNTRANSAM-CPLX	cytosol	ACETYLORNTRANSAM-RXN	N-ALPHA-ACETYLORNITHINE,2-KETOGLUTARATE	CPD-469,GLT	0.0	1.0
SULFATE-ADENYLYLTRANS-CPLX	cytosol	SULFATE-ADENYLYLTRANS-RXN	PROTON,SULFATE,ATP	APS,PPI	1.0	0.0
SULFITE-REDUCT-CPLX	unknown	SULFITE-REDUCT-RXN	WATER,NADP,HS	PROTON,NADPH,SO3	0.0	1.0
SUPEROX-DISMUTFE-CPLX	cytosol	SUPEROX-DISMUT-RXN	PROTON,SUPER-OXIDE	HYDROGEN-PEROXIDE,OXYGEN-MOLECULE	1.0	0.0
SUPEROX-DISMUTMN-CPLX	cytosol	SUPEROX-DISMUT-RXN	PROTON,SUPER-OXIDE	HYDROGEN-PEROXIDE,OXYGEN-MOLECULE	1.0	0.0
TETRAACYLDISACC4KIN-MONOMER	inner membrane	TETRAACYLDISACC4KIN-RXN	BISOHMYR-GLC,ATP	PROTON,LIPID-IV-A,ADP	1.0	0.0
THII-MONOMER	cytosol	RXN-9788	Sulfurylated-ThiI,Adenylated-ThiS-Proteins,Reduced-ferredoxins	Thiocarboxyadenylated-ThiS-Proteins,Sulfur-Carrier-Proteins-ThiI,AMP,Oxidized-ferredoxins	1.0	0.0
THIOESTERII-CPLX	cytosol	ACYL-COA-HYDROLASE-RXN	ACYL-COA,WATER	CO-A,Carboxylates,PROTON	1.0	0.0
THREDEHYDCAT-CPLX	cytosol	4.3.1.17-RXN	SER	PYRUVATE,AMMONIUM	1.0	0.0
THREDEHYDSYN-CPLX	cytosol	THREDEHYD-RXN	THR	2-OXOBUTANOATE,AMMONIUM	1.0	0.0
THREODEHYD-CPLX	cytosol	THREODEHYD-RXN	THR,NAD	AMINO-OXOBUT,NADH,PROTON	1.0	0.0
TMAOREDUCTI-CPLX	periplasmic space	RXN0-5264	TRIMETHYLAMINE-N-O,PROTON,Menaquinols	Menaquinones,WATER,TRIMETHYLAMINE	1.0	0.0
TMAOREDUCTI-CPLX	inner membrane	RXN0-5264	TRIMETHYLAMINE-N-O,PROTON,Menaquinols	Menaquinones,WATER,TRIMETHYLAMINE	1.0	0.0
TMAOREDUCTI-CPLX	periplasmic space	RXN0-5264	TRIMETHYLAMINE-N-O,PROTON,Menaquinols	Menaquinones,WATER,TRIMETHYLAMINE	1.0	0.0
TRANSALDOLB-CPLX	cytosol	TRANSALDOL-RXN	D-SEDOHEPTULOSE-7-P,GAP	FRUCTOSE-6P,ERYTHROSE-4P	1.0	1.0
TRANSKETOI-CPLX	cytosol	2TRANSKETO-RXN	ERYTHROSE-4P,XYLULOSE-5-PHOSPHATE	FRUCTOSE-6P,GAP	1.0	1.0
TRANSKETOI-CPLX	cytosol	1TRANSKETO-RXN	D-SEDOHEPTULOSE-7-P,GAP	RIBOSE-5P,XYLULOSE-5-PHOSPHATE	1.0	1.0
TREHALAPERI-MONOMER	periplasmic space	TREHALA-RXN	TREHALOSE,WATER	GLC,ALPHA-GLUCOSE	1.0	0.0
TRYPSYN	cytosol	TRYPSYN-RXN	INDOLE-3-GLYCEROL-P,SER	TRP,WATER,GAP	1.0	0.0
TRYPTOPHAN-CPLX	cytosol	LCYSDESULF-RXN	CYS,WATER	PYRUVATE,AMMONIUM,HS	1.0	0.0
TYRB-DIMER	cytosol	BRANCHED-CHAINAMINOTRANSFERLEU-RXN	LEU,2-KETOGLUTARATE	2K-4CH3-PENTANOATE,GLT	1.0	1.0
TYRB-DIMER	cytosol	TYROSINE-AMINOTRANSFERASE-RXN	TYR,2-KETOGLUTARATE	P-HYDROXY-PHENYLPYRUVATE,GLT	1.0	1.0
TYRB-DIMER	cytosol	RXN-10814	PHE,2-KETOGLUTARATE	PHENYL-PYRUVATE,GLT	1.0	1.0
URPHOS-CPLX	cytosol	URPHOS-RXN	Pi,URIDINE	RIBOSE-1P,URACIL	1.0	1.0
USHA-MONOMER	periplasmic space	5-NUCLEOTID-RXN	Ribonucleoside-Monophosphates,WATER	Ribonucleosides,Pi	1.0	0.0
USHA-MONOMER	periplasmic space	RXN0-3741	Deoxy-Ribonucleoside-Monophosphates,WATER	Deoxy-Ribonucleosides,Pi	1.0	0.0
USHA-MONOMER	periplasmic space	4-NITROPHENYLPHOSPHATASE-RXN	CPD-194,WATER	P-NITROPHENOL,Pi,PROTON	1.0	0.0
UVRABC-CPLX	cytosol	RXN0-2621	CPD-8180,WATER	CPD-8534	1.0	0.0
UVRABC-CPLX	cytosol	RXN0-2621	CPD-8180,WATER	CPD-8534	1.0	0.0
XANTHOSINEPHOSPHORY-CPLX	cytosol	XANTHOSINEPHOSPHORY-RXN	XANTHOSINE,Pi	RIBOSE-1P,XANTHINE	1.0	0.0
XANTHOSINEPHOSPHORY-CPLX	cytosol	INOPHOSPHOR-RXN	INOSINE,Pi	RIBOSE-1P,HYPOXANTHINE	1.0	1.0
XANTHOSINEPHOSPHORY-CPLX	cytosol	RXN0-5199	GUANOSINE,Pi	RIBOSE-1P,GUANINE	1.0	1.0
ABC-19-CPLX	inner membrane	ABC-19-RXN	ATP,CPD-3,WATER	ADP,Pi,CPD-3,PROTON	1.0	0.0
ABC-19-CPLX	periplasmic space	ABC-19-RXN	ATP,CPD-3,WATER	ADP,Pi,CPD-3,PROTON	1.0	0.0
ABC-20-CPLX	inner membrane	ABC-20-RXN	NI+2,ATP,WATER	NI+2,ADP,Pi,PROTON	1.0	0.0
ABC-20-CPLX	cytosol	ABC-20-RXN	NI+2,ATP,WATER	NI+2,ADP,Pi,PROTON	1.0	0.0
ABC-20-CPLX	inner membrane	ABC-20-RXN	NI+2,ATP,WATER	NI+2,ADP,Pi,PROTON	1.0	0.0
ABC-20-CPLX	inner membrane	ABC-20-RXN	NI+2,ATP,WATER	NI+2,ADP,Pi,PROTON	1.0	0.0
ABC-20-CPLX	inner membrane	ABC-20-RXN	NI+2,ATP,WATER	NI+2,ADP,Pi,PROTON	1.0	0.0
ABC-20-CPLX	periplasmic space	ABC-20-RXN	NI+2,ATP,WATER	NI+2,ADP,Pi,PROTON	1.0	0.0
ABC-22-CPLX	inner membrane	3.6.3.23-RXN	OLIGOPEPTIDES,WATER,ATP	OLIGOPEPTIDES,Pi,ADP,PROTON	1.0	0.0
ABC-22-CPLX	inner membrane	3.6.3.23-RXN	OLIGOPEPTIDES,WATER,ATP	OLIGOPEPTIDES,Pi,ADP,PROTON	1.0	0.0
ABC-22-CPLX	inner membrane	3.6.3.23-RXN	OLIGOPEPTIDES,WATER,ATP	OLIGOPEPTIDES,Pi,ADP,PROTON	1.0	0.0
ABC-22-CPLX	inner membrane	3.6.3.23-RXN	OLIGOPEPTIDES,WATER,ATP	OLIGOPEPTIDES,Pi,ADP,PROTON	1.0	0.0
ABC-22-CPLX	periplasmic space	3.6.3.23-RXN	OLIGOPEPTIDES,WATER,ATP	OLIGOPEPTIDES,Pi,ADP,PROTON	1.0	0.0
ABC-23-CPLX	inner membrane	ABC-23-RXN	ATP,WATER,Alkylphosphonates	ADP,Pi,Alkylphosphonates,PROTON	1.0	0.0
ABC-23-CPLX	periplasmic space	ABC-23-RXN	ATP,WATER,Alkylphosphonates	ADP,Pi,Alkylphosphonates,PROTON	1.0	0.0
ABC-23-CPLX	inner membrane	TRANS-RXN-238	Aminoalkylphosphonates,ATP,WATER	Aminoalkylphosphonates,ADP,Pi,PROTON	1.0	0.0
ABC-23-CPLX	periplasmic space	TRANS-RXN-238	Aminoalkylphosphonates,ATP,WATER	Aminoalkylphosphonates,ADP,Pi,PROTON	1.0	0.0
ABC-24-CPLX	inner membrane	ABC-24-RXN	ATP,SPERMIDINE,WATER	ADP,Pi,SPERMIDINE,PROTON	1.0	0.0
ABC-24-CPLX	inner membrane	ABC-24-RXN	ATP,SPERMIDINE,WATER	ADP,Pi,SPERMIDINE,PROTON	1.0	0.0
ABC-24-CPLX	periplasmic space	ABC-24-RXN	ATP,SPERMIDINE,WATER	ADP,Pi,SPERMIDINE,PROTON	1.0	0.0
ABC-24-CPLX	inner membrane	ABC-25-RXN	ATP,PUTRESCINE,WATER	ADP,Pi,PUTRESCINE,PROTON	1.0	0.0
ABC-24-CPLX	inner membrane	ABC-25-RXN	ATP,PUTRESCINE,WATER	ADP,Pi,PUTRESCINE,PROTON	1.0	0.0
ABC-24-CPLX	periplasmic space	ABC-25-RXN	ATP,PUTRESCINE,WATER	ADP,Pi,PUTRESCINE,PROTON	1.0	0.0
ABC-25-CPLX	cytosol	ABC-25-RXN	ATP,PUTRESCINE,WATER	ADP,Pi,PUTRESCINE,PROTON	1.0	0.0
ABC-25-CPLX	inner membrane	ABC-25-RXN	ATP,PUTRESCINE,WATER	ADP,Pi,PUTRESCINE,PROTON	1.0	0.0
ABC-25-CPLX	inner membrane	ABC-25-RXN	ATP,PUTRESCINE,WATER	ADP,Pi,PUTRESCINE,PROTON	1.0	0.0
ABC-25-CPLX	inner membrane	ABC-25-RXN	ATP,PUTRESCINE,WATER	ADP,Pi,PUTRESCINE,PROTON	1.0	0.0
ABC-25-CPLX	periplasmic space	ABC-25-RXN	ATP,PUTRESCINE,WATER	ADP,Pi,PUTRESCINE,PROTON	1.0	0.0
ABC-27-CPLX	inner membrane	ABC-27-RXN	ATP,Pi,WATER	ADP,Pi,PROTON	1.0	0.0
ABC-27-CPLX	inner membrane	ABC-27-RXN	ATP,Pi,WATER	ADP,Pi,PROTON	1.0	0.0
ABC-27-CPLX	inner membrane	ABC-27-RXN	ATP,Pi,WATER	ADP,Pi,PROTON	1.0	0.0
ABC-27-CPLX	periplasmic space	ABC-27-RXN	ATP,Pi,WATER	ADP,Pi,PROTON	1.0	0.0
ABC-28-CPLX	inner membrane	ABC-28-RXN	ATP,D-Ribopyranose,WATER	ADP,Pi,D-Ribopyranose,PROTON	1.0	0.0
ABC-28-CPLX	periplasmic space	ABC-28-RXN	ATP,D-Ribopyranose,WATER	ADP,Pi,D-Ribopyranose,PROTON	1.0	0.0
ABC-29-CPLX	cytosol	TRANS-RXN-328	PUTRESCINE,ATP,WATER	PUTRESCINE,ADP,Pi,PROTON	1.0	0.0
ABC-29-CPLX	inner membrane	TRANS-RXN-328	PUTRESCINE,ATP,WATER	PUTRESCINE,ADP,Pi,PROTON	1.0	0.0
ABC-29-CPLX	inner membrane	TRANS-RXN-328	PUTRESCINE,ATP,WATER	PUTRESCINE,ADP,Pi,PROTON	1.0	0.0
ABC-29-CPLX	inner membrane	TRANS-RXN-328	PUTRESCINE,ATP,WATER	PUTRESCINE,ADP,Pi,PROTON	1.0	0.0
ABC-3-CPLX	inner membrane	ABC-37-RXN	ATP,L-ORNITHINE,WATER	ADP,Pi,L-ORNITHINE,PROTON	1.0	0.0
ABC-3-CPLX	inner membrane	ABC-37-RXN	ATP,L-ORNITHINE,WATER	ADP,Pi,L-ORNITHINE,PROTON	1.0	0.0
ABC-3-CPLX	periplasmic space	ABC-37-RXN	ATP,L-ORNITHINE,WATER	ADP,Pi,L-ORNITHINE,PROTON	1.0	0.0
ABC-3-CPLX	inner membrane	ABC-4-RXN	ATP,ARG,WATER	ADP,Pi,ARG,PROTON	1.0	0.0
ABC-3-CPLX	inner membrane	ABC-4-RXN	ATP,ARG,WATER	ADP,Pi,ARG,PROTON	1.0	0.0
ABC-3-CPLX	periplasmic space	ABC-4-RXN	ATP,ARG,WATER	ADP,Pi,ARG,PROTON	1.0	0.0
ABC-3-CPLX	inner membrane	ABC-3-RXN	LYS,ATP,WATER	LYS,ADP,Pi,PROTON	1.0	0.0
ABC-3-CPLX	inner membrane	ABC-3-RXN	LYS,ATP,WATER	LYS,ADP,Pi,PROTON	1.0	0.0
ABC-3-CPLX	periplasmic space	ABC-3-RXN	LYS,ATP,WATER	LYS,ADP,Pi,PROTON	1.0	0.0
ABC-304-CPLX	inner membrane	ABC-35-RXN	ATP,LEU,WATER	ADP,Pi,LEU,PROTON	1.0	0.0
ABC-304-CPLX	inner membrane	TRANS-RXN-312	PHE,ATP,WATER	PHE,ADP,Pi,PROTON	1.0	0.0
ABC-32-CPLX	inner membrane	ABC-32-RXN	ATP,THIAMINE,WATER	ADP,Pi,THIAMINE,PROTON	1.0	0.0
ABC-32-CPLX	periplasmic space	ABC-32-RXN	ATP,THIAMINE,WATER	ADP,Pi,THIAMINE,PROTON	1.0	0.0
ABC-33-CPLX	inner membrane	ABC-33-RXN	ATP,WATER,D-Xylose	ADP,Pi,PROTON,D-Xylose	1.0	0.0
ABC-33-CPLX	periplasmic space	ABC-33-RXN	ATP,WATER,D-Xylose	ADP,Pi,PROTON,D-Xylose	1.0	0.0
ABC-35-CPLX	inner membrane	TRANS-RXN0-162	PROTOHEME,ATP,WATER	PROTOHEME,Pi,ADP,PROTON	1.0	0.0
ABC-35-CPLX	cytosol	TRANS-RXN0-162	PROTOHEME,ATP,WATER	PROTOHEME,Pi,ADP,PROTON	1.0	0.0
ABC-35-CPLX	inner membrane	TRANS-RXN0-162	PROTOHEME,ATP,WATER	PROTOHEME,Pi,ADP,PROTON	1.0	0.0
ABC-35-CPLX	cytosol	TRANS-RXN0-162	PROTOHEME,ATP,WATER	PROTOHEME,Pi,ADP,PROTON	1.0	0.0
ABC-35-CPLX	inner membrane	TRANS-RXN0-162	PROTOHEME,ATP,WATER	PROTOHEME,Pi,ADP,PROTON	1.0	0.0
ABC-35-CPLX	inner membrane	TRANS-RXN0-162	PROTOHEME,ATP,WATER	PROTOHEME,Pi,ADP,PROTON	1.0	0.0
ABC-4-CPLX	periplasmic space	ABC-4-RXN	ATP,ARG,WATER	ADP,Pi,ARG,PROTON	1.0	0.0
ABC-4-CPLX	membrane	ABC-4-RXN	ATP,ARG,WATER	ADP,Pi,ARG,PROTON	1.0	0.0
ABC-4-CPLX	inner membrane	ABC-4-RXN	ATP,ARG,WATER	ADP,Pi,ARG,PROTON	1.0	0.0
ABC-4-CPLX	inner membrane	ABC-4-RXN	ATP,ARG,WATER	ADP,Pi,ARG,PROTON	1.0	0.0
ABC-4-CPLX	inner membrane	ABC-4-RXN	ATP,ARG,WATER	ADP,Pi,ARG,PROTON	1.0	0.0
ABC-41-CPLX	inner membrane	3.6.3.23-RXN	OLIGOPEPTIDES,WATER,ATP	OLIGOPEPTIDES,Pi,ADP,PROTON	1.0	0.0
ABC-41-CPLX	inner membrane	3.6.3.23-RXN	OLIGOPEPTIDES,WATER,ATP	OLIGOPEPTIDES,Pi,ADP,PROTON	1.0	0.0
ABC-41-CPLX	inner membrane	3.6.3.23-RXN	OLIGOPEPTIDES,WATER,ATP	OLIGOPEPTIDES,Pi,ADP,PROTON	1.0	0.0
ABC-41-CPLX	inner membrane	3.6.3.23-RXN	OLIGOPEPTIDES,WATER,ATP	OLIGOPEPTIDES,Pi,ADP,PROTON	1.0	0.0
ABC-41-CPLX	periplasmic space	3.6.3.23-RXN	OLIGOPEPTIDES,WATER,ATP	OLIGOPEPTIDES,Pi,ADP,PROTON	1.0	0.0
ABC-5-CPLX	inner membrane	ABC-5-RXN	ATP,COB-I-ALAMIN,WATER	ADP,Pi,COB-I-ALAMIN,PROTON	1.0	0.0
ABC-5-CPLX	periplasmic space	ABC-5-RXN	ATP,COB-I-ALAMIN,WATER	ADP,Pi,COB-I-ALAMIN,PROTON	1.0	0.0
ABC-5-CPLX	inner membrane	TRANS-RXN-296	COBINAMIDE,ATP,WATER	COBINAMIDE,ADP,Pi,PROTON	1.0	0.0
ABC-5-CPLX	periplasmic space	TRANS-RXN-296	COBINAMIDE,ATP,WATER	COBINAMIDE,ADP,Pi,PROTON	1.0	0.0
ABC-56-CPLX	membrane	ABC-56-RXN	ATP,Aliphatic-Sulfonates,WATER	Aliphatic-Sulfonates,ADP,Pi,PROTON	1.0	0.0
ABC-56-CPLX	inner membrane	ABC-56-RXN	ATP,Aliphatic-Sulfonates,WATER	Aliphatic-Sulfonates,ADP,Pi,PROTON	1.0	0.0
ABC-56-CPLX	inner membrane	ABC-56-RXN	ATP,Aliphatic-Sulfonates,WATER	Aliphatic-Sulfonates,ADP,Pi,PROTON	1.0	0.0
ABC-56-CPLX	cytosol	ABC-56-RXN	ATP,Aliphatic-Sulfonates,WATER	Aliphatic-Sulfonates,ADP,Pi,PROTON	1.0	0.0
ABC-57-CPLX	inner membrane	TRANS-RXN-366	CPD-19953,ATP,WATER	CPD-19953,ADP,Pi,PROTON	1.0	0.0
ABC-57-CPLX	inner membrane	TRANS-RXN-366	CPD-19953,ATP,WATER	CPD-19953,ADP,Pi,PROTON	1.0	0.0
ABC-58-CPLX	periplasmic space	TRANS-RXN0-454	CPD-10774,ATP,WATER	CPD-10774,ADP,Pi,PROTON	1.0	0.0
ABC-58-CPLX	inner membrane	TRANS-RXN0-454	CPD-10774,ATP,WATER	CPD-10774,ADP,Pi,PROTON	1.0	0.0
ABC-58-CPLX	inner membrane	TRANS-RXN0-454	CPD-10774,ATP,WATER	CPD-10774,ADP,Pi,PROTON	1.0	0.0
ABC-58-CPLX	inner membrane	TRANS-RXN0-454	CPD-10774,ATP,WATER	CPD-10774,ADP,Pi,PROTON	1.0	0.0
ABC-63-CPLX	inner membrane	ABC-63-RXN	ZN+2,WATER,ATP	ZN+2,ADP,Pi,PROTON	1.0	0.0
ABC-63-CPLX	periplasmic space	ABC-63-RXN	ZN+2,WATER,ATP	ZN+2,ADP,Pi,PROTON	1.0	0.0
ABC-64-CPLX	periplasmic space	ABC-64-RXN	TAURINE,ATP,WATER	TAURINE,ADP,Pi,PROTON	1.0	0.0
ABC-64-CPLX	inner membrane	ABC-64-RXN	TAURINE,ATP,WATER	TAURINE,ADP,Pi,PROTON	1.0	0.0
ABC-64-CPLX	cytosol	ABC-64-RXN	TAURINE,ATP,WATER	TAURINE,ADP,Pi,PROTON	1.0	0.0
ABC-64-CPLX	inner membrane	ABC-64-RXN	TAURINE,ATP,WATER	TAURINE,ADP,Pi,PROTON	1.0	0.0
ABC-7-CPLX	cytosol	ABC-7-RXN	ATP,S2O3,WATER	ADP,Pi,S2O3,PROTON	1.0	0.0
ABC-7-CPLX	inner membrane	ABC-7-RXN	ATP,S2O3,WATER	ADP,Pi,S2O3,PROTON	1.0	0.0
ABC-7-CPLX	inner membrane	ABC-7-RXN	ATP,S2O3,WATER	ADP,Pi,S2O3,PROTON	1.0	0.0
ABC-7-CPLX	periplasmic space	ABC-7-RXN	ATP,S2O3,WATER	ADP,Pi,S2O3,PROTON	1.0	0.0
ABC-7-CPLX	cytosol	ABC-70-RXN	SULFATE,WATER,ATP	SULFATE,Pi,ADP,PROTON	1.0	0.0
ABC-7-CPLX	inner membrane	ABC-70-RXN	SULFATE,WATER,ATP	SULFATE,Pi,ADP,PROTON	1.0	0.0
ABC-7-CPLX	inner membrane	ABC-70-RXN	SULFATE,WATER,ATP	SULFATE,Pi,ADP,PROTON	1.0	0.0
ABC-7-CPLX	periplasmic space	ABC-70-RXN	SULFATE,WATER,ATP	SULFATE,Pi,ADP,PROTON	1.0	0.0
ABC-7-CPLX	cytosol	TRANS-RXN0-478	SELENATE,WATER,ATP	SELENATE,ADP,Pi,PROTON	1.0	0.0
ABC-7-CPLX	inner membrane	TRANS-RXN0-478	SELENATE,WATER,ATP	SELENATE,ADP,Pi,PROTON	1.0	0.0
ABC-7-CPLX	inner membrane	TRANS-RXN0-478	SELENATE,WATER,ATP	SELENATE,ADP,Pi,PROTON	1.0	0.0
ABC-7-CPLX	periplasmic space	TRANS-RXN0-478	SELENATE,WATER,ATP	SELENATE,ADP,Pi,PROTON	1.0	0.0
ABC-7-CPLX	cytosol	TRANS-RXN0-479	SELENITE,WATER,ATP	SELENITE,ADP,Pi,PROTON	1.0	0.0
ABC-7-CPLX	inner membrane	TRANS-RXN0-479	SELENITE,WATER,ATP	SELENITE,ADP,Pi,PROTON	1.0	0.0
ABC-7-CPLX	inner membrane	TRANS-RXN0-479	SELENITE,WATER,ATP	SELENITE,ADP,Pi,PROTON	1.0	0.0
ABC-7-CPLX	periplasmic space	TRANS-RXN0-479	SELENITE,WATER,ATP	SELENITE,ADP,Pi,PROTON	1.0	0.0
ABC-7-CPLX	inner membrane	ABC-19-RXN	ATP,CPD-3,WATER	ADP,Pi,CPD-3,PROTON	1.0	0.0
ABC-7-CPLX	cytosol	ABC-19-RXN	ATP,CPD-3,WATER	ADP,Pi,CPD-3,PROTON	1.0	0.0
ABC-7-CPLX	inner membrane	ABC-19-RXN	ATP,CPD-3,WATER	ADP,Pi,CPD-3,PROTON	1.0	0.0
